model,crps_11,mean_pinball_11q,mae_q50,cov90,width90,winkler90,cov_neg,cov_gt150,cov_gt200,windows,raw_crossing_rate
LEAR-QRA-principal,6.521998187112922,3.3239406531961952,8.715079648101622,0.8929101495604521,37.3640227964284,71.23475579041042,0.47651006711409394,0.2764227642276423,0.057692307692307696,364+546+728,0.02922201138519924
LEAR-QRA-sensitivity,6.529106699199666,3.328203473848733,8.724129286519572,0.8922251398561479,37.32465446278213,71.46941808281771,0.4563758389261745,0.2601626016260163,0.057692307692307696,273+364+546+728,0.03407969639468691
